map,neighbor,p RAAS,RAAS,p AAS,AAS,p inv,Invasion,p tc,TC,p ins,Insurgency,p des,Destruction
Chora,2,0.060498047989533454,1.1159944993142243,0.05287861327035994,0.805994499314227,0.06650766697888423,1.0959944993142245,0,0,0.1856062239458798,1.7259944993142287,0,0
Mestia,2,0.08231067055589276,1.2459944993142245,0.048186676401143505,0.345994499314227,0.007908119050025626,-0.7440055006857755,0.1342524366636296,1.7459944993142296,0,0,0,0
FoolsRoad,2,0.03691825031511421,0.005994499314224674,0.060865666164036686,0.5859944993142248,0.013090766183152637,-0.7540055006857755,0,0,0,0,0.238860069823948,1.5759944993142245
Narva,1,0.06974265604013719,0.613204716759705,0.055642660702552034,0.4032047167597048,0.037467041905980734,-0.41679528324029513,0.03545965388100782,0.153204716759705,0,0,0.22528303331058916,-0.05679528324029512
Fallujah,5,0.062019992698981084,3.321979413923872,0.05738924806435691,6.761979413923873,0.009146635773161153,2.941979413923871,0,0,0.09541807714866697,2.951979413923871,0,0
Belaya,2,0.05365972401475873,0.4159944993142244,0.049317885470191336,0.7759944993142247,0.0887411071366749,1.1659944993142244,0,0,0,0,0,0
Anvil,2,0.01566141375664819,-0.4640055006857753,0.046411236826664634,0.16599449931422702,0.0658732509223157,0.7559944993142245,0,0,0,0,0,0
Mutaha,5,0.07468424011184138,6.771979413923869,0.056756931326700386,5.261979413923871,0.06924651801939502,1.841979413923878,0.007603227853136132,1.4319794139238726,0,0,0,0
Kamdesh,1,0.07234076075336053,0.4132047167597048,0.018566345084105453,-0.5467952832402951,0.016711125231780824,-0.6667952832402948,0.13591578625918957,1.4232047167597048,0.028132537175632435,-0.9167952832402947,0,0
AlBasrah,3,0.0652843149581276,2.412436098393332,0.06840072814932935,3.5624360983933325,0.029496114066927353,0.26243609839333226,0,0,0.07977223468654421,1.4624360983933378,0,0
Kohat,2,0.06300545457085001,0.5759944993142243,0.06436068514777561,0.7859944993142245,0.10787641302479677,1.2159944993142253,0,0,0.1383404386883737,0.4759944993142242,0,0
Skorpo,5,0.04577787457419632,2.28197941392387,0.03524454116619375,3.2219794139238713,0.03923756568647342,1.4819794139238818,0.16182398797739955,2.291979413923875,0,0,0,0
GooseBay,2,0.004022082072892534,-0.7540055006857755,0.0485733591524515,0.7459944993142245,0.06842441394882567,0.6059944993142243,0,0,0,0,0,0
Manic,3,0.029667060302839693,0.11243609839333232,0.026110904160050012,0.1924360983933324,0.05965350226175679,0.5824360983933323,0.08948879376416011,0.18243609839333239,0,0,0,0
LashkarValley,1,0.005022759096402528,-0.936795283240295,0.04318890578732442,0.06320471675970493,0.09915734055309715,0.553204716759705,0.06480067943229192,-0.5367952832402951,0.05757976212161092,-0.45679528324029517,0,0
Gorodok,4,0.02092946240442564,0.26736708657166286,0.030659860435505233,1.9573670865716684,0.07347616133799063,1.6273670865716676,0,0,0.055913440135517634,0.5173670865716633,0.05641408256091229,3.6673670865716677
BlackCoast,5,0.03640101195189459,1.9619794139238873,0.0692435964632921,6.401979413923874,0.032655285023409,1.861979413923887,0,0,0,0,0,0
Tallil,1,0.012810309641344369,-0.846795283240295,0.06407857375547936,0.5432047167597047,0.007890411870651683,-0.746795283240295,0.05749723548007211,0.5632047167597047,0,0,0,0
Yehorivka,4,0.042651567132494766,1.137367086571663,0.04482711009177636,3.4873670865716617,0.02623283062518305,1.3673670865716636,0.06034570174172536,3.207367086571666,0,0,0.19071805099133107,2.2373670865716626
Sumari,4,0.03630603870317315,2.397367086571668,0.016789381382976226,1.5273670865716626,0.06619878560026501,1.2773670865716673,0.09888994668286472,3.0373670865716633,0.14361180964505543,4.967367086571663,0,0
Logar,3,0.03229549364135511,0.4124360983933324,0.06958482621349597,2.502436098393332,0,0,0.14176180901509194,3.152436098393336,0.1383136844448309,1.8724360983933377,0,0
Kokan,3,0.06360928825006809,1.99243609839334,0.022079969728444736,-0.6975639016066675,0.08990648088807696,1.5424360983933323,0,0,0.1179772974248716,1.7224360983933402,0,0
Chora,2,0.06168237819063953,0.6659944993142244,0.028228631723344562,0.4559944993142271,0.04461415848918707,0.1859944993142246,0,0,0.04931481767850316,-0.414005500685771,0,0
Mestia,2,0.026528964421192076,-0.2340055006857755,0.08022938815370714,2.02599449931423,0.023394452131069228,-0.35400550068577563,0.13588469652714166,1.745994499314235,0,0,0,0
FoolsRoad,2,0.0037253758919025583,-0.9540055006857753,0.07954685671360724,2.085994499314225,0.05243595259491554,0.6659944993142239,0,0,0,0,0.32445646699159836,2.1559944993142244
Narva,1,0.02302530733047471,-0.386795283240295,0.014095246472209503,-0.366795283240295,0.058676604418865526,0.023204716759704785,0.006347636585776778,-0.8267952832402949,0,0,0.4011313996610011,1.3932047167597048
Fallujah,5,0.05343915597052304,4.311979413923872,0.05139724153408833,6.4119794139238735,0.09161710001941402,3.6219794139238717,0,0,0.07921054959248724,3.351979413923871,0,0
Belaya,2,0.050578438660777235,0.4159944993142244,0.0038273752365578233,-0.934005500685775,0.020981576357113303,-0.27400550068577556,0,0,0,0,0,0
Anvil,2,0.047736339384117865,0.5359944993142247,0.047841362324565866,1.165994499314227,0.07528593048886524,0.6959944993142244,0,0,0,0,0,0
Mutaha,5,0.08162963578099242,9.031979413923867,0.10360103155671145,5.991979413923872,0.038019501187036786,1.3619794139238781,0.1008223741346117,2.6619794139238735,0,0,0,0
Kamdesh,1,0.05894952449999053,0.4132047167597048,0.054562684496526834,0.45320471675970486,0.08875765623298269,0.3332047167597052,0.10944149002110751,0.4832047167597049,0.179199119392758,0.4832047167597052,0,0
AlBasrah,3,0.041900226396831476,1.3824360983933321,0.06100370103623821,3.0624360983933325,0.010940370828805727,-0.6875639016066677,0,0,0.10601099774293031,1.832436098393342,0,0
Kohat,2,0.05707466703530986,0.6359944993142244,0.03769423371759556,0.7859944993142245,0.057141357125706366,0.2359944993142253,0,0,0.018473361548155404,-0.8840055006857757,0,0
Skorpo,5,0.03629845971971043,2.28197941392387,0.007482703090781553,2.2619794139238723,0.0038261450448863242,-0.20802058607611792,0.05402561725439545,3.6019794139238757,0,0,0,0
GooseBay,2,0.045318867130124556,0.24599449931422443,0.04456162821126042,0.7459944993142245,0.08347855079120596,0.5759944993142243,0,0,0,0,0,0
Manic,3,0.0816477080084441,3.1124360983933324,0.08075402974028836,3.4924360983933322,0.04118148054690863,0.13243609839333237,0.15465652563166946,2.952436098393332,0,0,0,0
LashkarValley,1,0.026538754337866767,-0.43679528324029504,0.05190733182726187,0.42320471675970484,0.043117108405648356,-0.44679528324029505,0.08337774404656242,0.0032047167597049064,0.11940647952546539,-0.276795283240295,0,0
Gorodok,4,0.02452819424364604,0.26736708657166286,0.01951763612990172,1.9573670865716772,0.010216495391150908,-0.422632913428332,0,0,0.048481883004942654,0.15736708657166296,0.08647679384906926,3.4573670865716677
BlackCoast,5,0.07004887525216569,5.361979413923887,0.06100965512032873,6.561979413923874,0.08950039918011166,2.88197941392389,0,0,0,0,0,0
Tallil,1,0.05631301620459565,0.153204716759705,0.013611803456548222,-0.7067952832402951,0.010439996001343991,-0.746795283240295,0.03496204479516897,-0.42679528324029525,0,0,0,0
Yehorivka,4,0.020825290946099178,0.5673670865716629,0.05067328213355973,3.4873670865716617,0.00026989827644089104,-0.17263291342833595,0.07983011530560945,3.657367086571668,0,0,0.05521735262418546,2.2373670865716626
Sumari,4,0.07951890888368997,3.977367086571675,0.010905115405873184,1.1673670865716628,0.06277746263602553,1.777367086571673,0.1393342898200127,3.4873670865716635,0.17280180613815713,5.967367086571663,0,0
Logar,3,0.0788033733150646,1.902436098393341,0.07518352369343431,2.752436098393333,0,0,0.0450332764640707,3.152436098393336,0.14310154188699706,1.8424360983933439,0,0
Kokan,3,0.04008128851177595,1.1024360983933403,0.0015528484866617427,-0.6975639016066675,0.042026862772129026,2.042436098393332,0,0,0.02748758192186952,-0.6375639016066597,0,0
Chora,2,0.05528603853255467,0.3059944993142245,0.013452222533842376,-0.5440055006857729,0.05110893755722463,0.03599449931422491,0,0,0.06584335001828284,-0.414005500685771,0,0
Mestia,2,0.03488403692384314,-0.2340055006857755,0.05311226708396433,0.5259944993142298,0.08861770171284537,1.1459944993142244,0.1534796618874483,1.9959944993142427,0,0,0,0
FoolsRoad,2,0.007511565245477824,-0.7440055006857751,0.010796362232213554,-0.6840055006857753,0.0007147689767420251,-0.814005500685776,0,0,0,0,0.009093014285100327,1.6559944993142277
Narva,1,0.010300860506777589,-0.876795283240295,0.05855184782301464,0.633204716759705,0.0753459558060939,0.353204716759705,0.10026951266106483,0.6732047167597051,0,0,0.14856854881735607,0.5432047167597049
Fallujah,5,0.033863075785850544,4.311979413923872,0.009136086812429205,4.271979413923875,0.08829488543130329,4.101979413923871,0,0,0.07964876974921778,3.351979413923871,0,0
Belaya,2,0.07293666792640957,0.8459944993142243,0.012752701735674995,-0.5440055006857751,0.010536026040657986,-0.7640055006857756,0,0,0,0,0,0
Anvil,2,0.0908880422061896,1.535994499314225,0.09447127454416578,2.665994499314227,0.09114931751094006,1.1959944993142244,0,0,0,0,0,0
Mutaha,5,0.015039472032249701,6.331979413923868,0.06859827255603196,6.991979413923872,0.012501770156590796,1.861979413923886,0.13259196910521068,3.9019794139238786,0,0,0,0
Kamdesh,1,0.021371706967113865,-0.5467952832402951,0.0780342429395924,0.9532047167597049,0.02680835432205282,-0.6667952832402948,0.142635836756909,1.6432047167597046,0.1824564055135221,0.4832047167597052,0,0
AlBasrah,3,0.034723930191018514,0.9024360983933319,0.07043045324334034,3.5624360983933316,0.07334253718903534,2.3124360983933325,0,0,0.06881187956414081,0.562436098393343,0,0
Kohat,2,0.05664038725062653,0.9259944993142242,0.08658685810813675,2.4759944993142255,0.08325576023735552,0.7359944993142253,0,0,0.0288732672682153,-0.7040055006857759,0,0
Skorpo,5,0.038498828361202955,2.57197941392387,0.08273250781088612,5.061979413923872,0.028573334406285258,0.791979413923882,0.09103686234150397,3.6019794139238774,0,0,0,0
GooseBay,2,0.05967590643374717,0.24599449931422443,0.047323049864968575,0.2759944993142245,0.07265956438027064,1.0559944993142243,0,0,0,0,0,0
Manic,3,0.06042056412051231,2.6824360983933326,0.04134047188131241,1.0624360983933328,0.03862202273957536,0.13243609839333237,0.01265836225359525,2.4924360983933322,0,0,0,0
LashkarValley,1,0.07390691221851997,0.3232047167597052,0.00933646278921441,-0.5767952832402952,0.03767208110834184,-0.44679528324029505,0.06212140924198914,-0.35679528324029497,0.1885799591974333,0.22320471675970496,0,0
Gorodok,4,0.08201384368425636,3.187367086571663,0.06304550223681074,3.137367086571679,0.04747205016427929,0.577367086571668,0,0,0.042395438742164226,-0.11263291342833678,0.32004601221923723,4.367367086571669
BlackCoast,5,0.006806643627877491,4.761979413923887,0.07979963276429962,7.371979413923874,0.02476804132553333,2.88197941392389,0,0,0,0,0,0
Tallil,1,0.0031705907038177975,-0.9667952832402946,0.0003235883312571557,-0.7067952832402951,0.04140984898419296,-0.256795283240295,0.05180525727446665,0.04320471675970469,0,0,0,0
Yehorivka,4,0.043657356571423694,0.697367086571663,0.032534707122875275,1.287367086571664,0.0023427165425252,-0.17263291342833595,0.06903356219372866,3.6573670865716714,0,0,0.011297941989718131,2.4473670865716626
